booking_id,passenger_key,flight_id,booking_date,status,seat_number,passport_number,emergency_contact_phone,payment_amount,payment_method,is_amount_imputed,payment_attempt_count,payment_status
B1736,P1993,SJ224,2026-01-26 11:37:36.952,CONFIRMED,28E,F*****80,MASKED-9849,1787.85,CARD,False,2.0,PAYMENT_RECORDED
B1737,P1789,UK038,2025-06-11 11:37:36.952,CONFIRMED,1E,Y*****62,MASKED-5244,12049.41,CARD,False,1.0,PAYMENT_RECORDED
B1738,P1870,SJ220,2025-08-14 11:37:36.952,PENDING,27B,E*****02,MASKED-3803,10340.66,NETBANKING,False,3.0,PAYMENT_RECORDED
B1739,P1204,6F124,2025-06-29 11:37:36.952,CANCELLED,34F,J*****45,MASKED-2522,8263.32,UPI,False,1.0,PAYMENT_RECORDED
B1740,P1696,SJ164,2025-11-16 11:37:36.952,CONFIRMED,14D,C*****25,MASKED-7652,,,,,NO_PAYMENT_RECORD
B1741,P1686,AI026,2025-05-18 11:37:36.952,PENDING,18E,C*****02,MASKED-9579,4483.43,UPI,False,1.0,PAYMENT_RECORDED
B1742,P1949,6F144,2025-09-14 11:37:36.952,PENDING,16D,B*****24,MASKED-2145,,,,,NO_PAYMENT_RECORD
B1743,P1386,6F137,2025-11-21 11:37:36.952,INVALID,6F,K*****48,MASKED-2137,4062.36,NETBANKING,False,1.0,PAYMENT_RECORDED
B1744,P1891,UK139,2025-09-05 11:37:36.952,CANCELLED,10A,M*****88,MASKED-1410,9225.17,CARD,False,1.0,PAYMENT_RECORDED
B1745,P1820,UK139,2025-05-20 11:37:36.952,CONFIRMED,27B,X*****46,MASKED-1103,10889.16,NETBANKING,False,1.0,PAYMENT_RECORDED
B1746,P1467,SJ140,2025-08-31 11:37:36.952,CONFIRMED,34D,H*****99,MASKED-8793,,,,,NO_PAYMENT_RECORD
B1747,P1414,6F131,2025-04-20 11:37:36.952,CONFIRMED,9F,C*****72,MASKED-2405,,,,,NO_PAYMENT_RECORD
B1748,P1068,UK128,2025-11-15 11:37:36.952,PENDING,9A,F*****69,MASKED-9749,13170.94,UPI,False,1.0,PAYMENT_RECORDED
B1749,P1471,SJ219,2026-02-19 11:37:36.952,CONFIRMED,23D,N*****23,MASKED-6991,,,,,NO_PAYMENT_RECORD
B1750,P1103,SJ159,2025-09-21 11:37:36.952,PENDING,33D,Y*****76,MASKED-2935,,,,,NO_PAYMENT_RECORD
B1751,P1757,UK192,2025-09-19 11:37:36.952,CONFIRMED,17E,Y*****13,MASKED-8441,14391.99,UPI,False,1.0,PAYMENT_RECORDED
B1752,P1160,AI014,2025-08-13 11:37:36.952,CANCELLED,34F,V*****39,MASKED-6711,,,,,NO_PAYMENT_RECORD
B1753,P1199,SJ152,2025-08-08 11:37:36.952,CANCELLED,5C,Y*****00,MASKED-3127,4016.57,UPI,False,1.0,PAYMENT_RECORDED
B1754,P1215,SJ060,2026-02-11 11:37:36.952,PENDING,3C,Z*****43,MASKED-2758,12013.34,UPI,False,1.0,PAYMENT_RECORDED
B1755,P1945,AI127,2026-02-17 11:37:36.952,CANCELLED,10F,K*****75,MASKED-8329,4760.39,CARD,False,1.0,PAYMENT_RECORDED
B1756,P1211,SJ096,2026-01-27 11:37:36.952,PENDING,11F,B*****64,MASKED-1838,8158.17,NETBANKING,True,1.0,PAYMENT_RECORDED
B1757,P1507,AI215,2025-04-24 11:37:36.952,PENDING,22B,A*****23,MASKED-7329,1608.39,CARD,False,1.0,PAYMENT_RECORDED
B1758,P1015,UK009,2026-02-28 11:37:36.952,CANCELLED,26B,T*****48,MASKED-6016,8260.94,NETBANKING,False,1.0,PAYMENT_RECORDED
B1759,P1497,AI171,2025-10-26 11:37:36.952,PENDING,16F,M*****75,MASKED-8264,8269.17,UPI,False,2.0,PAYMENT_RECORDED
B1760,P1883,UK151,2026-01-14 11:37:36.952,CANCELLED,31B,Y*****95,MASKED-3665,12133.03,NETBANKING,False,1.0,PAYMENT_RECORDED
B1761,P1331,AI099,2025-05-22 11:37:36.952,CONFIRMED,15A,K*****25,MASKED-7364,4405.82,NETBANKING,False,4.0,PAYMENT_RECORDED
B1762,P1716,UK050,2025-06-04 11:37:36.952,CONFIRMED,32B,Y*****77,MASKED-7986,10910.07,NETBANKING,False,2.0,PAYMENT_RECORDED
B1763,P1876,UK092,2025-10-06 11:37:36.952,CANCELLED,3B,T*****92,MASKED-6964,8025.265,CARD,True,1.0,PAYMENT_RECORDED
B1764,P1550,SJ058,2025-06-20 11:37:36.952,CANCELLED,13B,Y*****87,MASKED-7667,10528.45,NETBANKING,False,1.0,PAYMENT_RECORDED
B1765,P1600,SJ090,2025-12-21 11:37:36.952,CANCELLED,1C,G*****74,MASKED-3223,13900.07,NETBANKING,False,2.0,PAYMENT_RECORDED
B1766,P1941,6F173,2025-09-07 11:37:36.952,CANCELLED,1F,A*****51,MASKED-3967,,,,,NO_PAYMENT_RECORD
B1767,P1255,AI186,2025-11-19 11:37:36.952,CONFIRMED,6D,L*****85,MASKED-8557,4465.09,UPI,False,2.0,PAYMENT_RECORDED
B1768,P1991,AI130,2026-03-23 11:37:36.952,PENDING,13C,F*****56,MASKED-3715,2835.7,NETBANKING,False,1.0,PAYMENT_RECORDED
B1769,P1765,SJ111,2025-11-23 11:37:36.952,INVALID,6F,C*****58,MASKED-9187,1296.41,UPI,False,2.0,PAYMENT_RECORDED
B1770,P1727,6F203,2025-08-04 11:37:36.952,CONFIRMED,8D,R*****39,MASKED-4847,,,,,NO_PAYMENT_RECORD
B1771,P1879,6F138,2025-05-24 11:37:36.952,PENDING,1F,T*****93,MASKED-1929,6761.89,NETBANKING,False,1.0,PAYMENT_RECORDED
B1772,P1814,6F109,2025-08-29 11:37:36.952,UNKNOWN,10B,K*****98,MASKED-0379,,,,,NO_PAYMENT_RECORD
B1773,P1171,AI074,2026-01-01 11:37:36.952,PENDING,16E,W*****20,MASKED-2633,11699.42,NETBANKING,False,1.0,PAYMENT_RECORDED
B1774,P1648,UK161,2026-01-07 11:37:36.952,CANCELLED,1B,W*****88,MASKED-8399,,,,,NO_PAYMENT_RECORD
B1775,P1999,AI008,2025-06-19 11:37:36.952,CANCELLED,14B,F*****69,MASKED-5751,13185.54,UPI,False,1.0,PAYMENT_RECORDED
B1776,P1497,UK121,2025-12-27 11:37:36.952,CANCELLED,17A,P*****74,MASKED-4805,8306.25,UPI,False,2.0,PAYMENT_RECORDED
B1777,P1470,6F154,2025-04-26 11:37:36.952,CONFIRMED,11A,P*****70,MASKED-2332,9927.3,UPI,False,1.0,PAYMENT_RECORDED
B1778,P1383,6F161,2025-08-01 11:37:36.952,CONFIRMED,10D,Y*****13,MASKED-3333,,,,,NO_PAYMENT_RECORD
B1779,P1689,6F153,2026-02-01 11:37:36.952,PENDING,22B,D*****80,MASKED-8308,8876.97,UPI,False,1.0,PAYMENT_RECORDED
B1780,P1588,6F225,2026-02-10 11:37:36.952,PENDING,11B,F*****47,MASKED-0421,,,,,NO_PAYMENT_RECORD
B1781,P1699,AI191,2026-02-09 11:37:36.952,PENDING,18C,H*****45,MASKED-6256,,,,,NO_PAYMENT_RECORD
B1782,P1506,AI218,2025-08-18 11:37:36.952,CONFIRMED,25F,B*****14,MASKED-4515,4755.95,NETBANKING,False,1.0,PAYMENT_RECORDED
B1783,P1991,6F267,2025-09-28 11:37:36.952,PENDING,25D,Y*****67,MASKED-0935,8201.65,NETBANKING,False,1.0,PAYMENT_RECORDED
B1784,P1526,UK125,2025-08-20 11:37:36.952,CANCELLED,1B,F*****53,MASKED-5181,1577.5,UPI,False,1.0,PAYMENT_RECORDED
B1785,P1803,6F208,2025-08-19 11:37:36.952,PENDING,1B,W*****87,MASKED-6443,2489.15,UPI,False,1.0,PAYMENT_RECORDED
B1786,P1830,6F119,2026-02-12 11:37:36.952,CANCELLED,26B,N*****06,MASKED-4345,14801.3,CARD,False,1.0,PAYMENT_RECORDED
B1787,P1324,AI063,2025-07-11 11:37:36.952,CONFIRMED,1E,A*****64,MASKED-6387,2509.98,CARD,False,3.0,PAYMENT_RECORDED
B1788,P1213,UK016,2025-06-05 11:37:36.952,CANCELLED,2B,G*****03,MASKED-9612,,,,,NO_PAYMENT_RECORD
B1789,P1207,6F048,2026-01-13 11:37:36.952,CANCELLED,30F,A*****75,MASKED-9133,11758.27,NETBANKING,False,1.0,PAYMENT_RECORDED
B1790,P1168,6F266,2025-04-23 11:37:36.952,CANCELLED,28A,D*****98,MASKED-5551,3271.3,CARD,False,2.0,PAYMENT_RECORDED
B1791,P1329,AI167,2026-02-24 11:37:36.952,CONFIRMED,3C,M*****92,MASKED-4040,,,,,NO_PAYMENT_RECORD
B1792,P1279,6F165,2026-01-17 11:37:36.952,CONFIRMED,8E,W*****81,MASKED-4900,,,,,NO_PAYMENT_RECORD
B1793,P1977,SJ104,2025-11-25 11:37:36.952,CONFIRMED,14C,W*****58,MASKED-6899,12515.25,NETBANKING,False,1.0,PAYMENT_RECORDED
B1794,P1304,UK160,2025-06-26 11:37:36.952,CONFIRMED,8D,L*****52,MASKED-2055,,,,,NO_PAYMENT_RECORD
B1795,P1145,UK160,2026-03-21 11:37:36.952,PENDING,9C,L*****16,MASKED-1256,11714.65,CARD,False,1.0,PAYMENT_RECORDED
B1796,P1774,SJ230,2025-11-28 11:37:36.952,CONFIRMED,9B,R*****60,MASKED-4004,,,,,NO_PAYMENT_RECORD
B1797,P1515,AI042,2025-06-03 11:37:36.952,CANCELLED,1A,C*****53,MASKED-9536,,,,,NO_PAYMENT_RECORD
B1798,P1089,UK197,2025-05-16 11:37:36.952,CONFIRMED,23E,Z*****60,MASKED-7952,14793.78,UPI,False,2.0,PAYMENT_RECORDED
B1799,P1452,AI107,2026-02-05 11:37:36.952,PENDING,16E,B*****13,MASKED-3044,,,,,NO_PAYMENT_RECORD
B1800,P1059,SJ128,2025-08-22 11:37:36.952,PENDING,7F,R*****53,MASKED-2677,4478.56,NETBANKING,False,1.0,PAYMENT_RECORDED
B1801,P1310,6F121,2026-04-14 11:37:36.952,PENDING,34F,R*****91,MASKED-4800,,,,,NO_PAYMENT_RECORD
B1802,P1527,AI111,2025-06-30 11:37:36.952,INVALID,16B,K*****61,MASKED-6611,2072.55,UPI,False,1.0,PAYMENT_RECORDED
B1803,P1226,SJ137,2026-02-21 11:37:36.952,CONFIRMED,24F,Y*****80,MASKED-2358,5663.2,UPI,False,1.0,PAYMENT_RECORDED
B1804,P1473,AI232,2025-11-12 11:37:36.952,CONFIRMED,1F,F*****43,MASKED-7409,9496.04,UPI,False,1.0,PAYMENT_RECORDED
B1805,P1977,SJ113,2025-10-26 11:37:36.952,CONFIRMED,14B,F*****73,MASKED-0072,8025.265,CARD,True,1.0,PAYMENT_RECORDED
B1806,P1540,AI117,2025-08-02 11:37:36.952,CANCELLED,17A,Y*****64,MASKED-5917,14488.78,NETBANKING,False,1.0,PAYMENT_RECORDED
B1807,P1662,6F185,2025-06-28 11:37:36.952,CANCELLED,12C,E*****69,MASKED-0544,1759.8,UPI,False,1.0,PAYMENT_RECORDED
B1808,P1756,AI194,2026-01-26 11:37:36.952,PENDING,3B,T*****52,MASKED-8184,,,,,NO_PAYMENT_RECORD
B1809,P1781,UK045,2026-04-09 11:37:36.952,PENDING,13B,F*****16,MASKED-6068,2114.98,CARD,False,1.0,PAYMENT_RECORDED
B1810,P1078,6F228,2026-03-20 11:37:36.952,CONFIRMED,34B,J*****19,MASKED-6421,,,,,NO_PAYMENT_RECORD
B1811,P1432,SJ190,2026-04-04 11:37:36.952,CANCELLED,25A,T*****52,MASKED-0858,9625.29,NETBANKING,False,1.0,PAYMENT_RECORDED
B1812,P1800,AI156,2026-01-06 11:37:36.952,CANCELLED,8A,P*****83,MASKED-5943,1736.99,UPI,False,1.0,PAYMENT_RECORDED
B1813,P1152,AI104,2025-04-21 11:37:36.952,INVALID,9D,N*****62,MASKED-9254,,,,,NO_PAYMENT_RECORD
B1814,P1788,UK033,2025-06-22 11:37:36.952,CONFIRMED,26C,R*****06,MASKED-2354,1286.68,UPI,False,2.0,PAYMENT_RECORDED
B1815,P1400,UK137,2025-05-01 11:37:36.952,PENDING,3C,R*****36,MASKED-2431,1450.31,UPI,False,2.0,PAYMENT_RECORDED
B1816,P1278,UK214,2025-06-21 11:37:36.952,PENDING,20F,Y*****07,MASKED-0724,4762.94,UPI,False,2.0,PAYMENT_RECORDED
B1817,P1056,6F033,2025-06-07 11:37:36.952,PENDING,28D,T*****82,MASKED-5836,7766.36,CARD,False,2.0,PAYMENT_RECORDED
B1818,P1976,AI114,2025-11-07 11:37:36.952,CONFIRMED,26B,M*****03,MASKED-6645,4317.72,NETBANKING,False,1.0,PAYMENT_RECORDED
B1819,P1185,AI017,2026-01-19 11:37:36.952,CONFIRMED,21E,N*****74,MASKED-3150,,,,,NO_PAYMENT_RECORD
B1820,P1397,6F244,2025-12-01 11:37:36.952,PENDING,18E,X*****97,MASKED-9804,14865.24,UPI,False,2.0,PAYMENT_RECORDED
B1821,P1604,6F160,2025-11-27 11:37:36.952,PENDING,1C,Y*****55,MASKED-1814,8025.265,CARD,True,3.0,PAYMENT_RECORDED
B1822,P1787,6F088,2026-01-05 11:37:36.952,CANCELLED,17D,P*****39,MASKED-4944,7545.61,NETBANKING,False,1.0,PAYMENT_RECORDED
B1823,P1157,6F155,2025-11-26 11:37:36.952,CANCELLED,19E,D*****15,MASKED-9978,7854.23,UPI,False,1.0,PAYMENT_RECORDED
B1824,P1786,AI095,2026-04-15 11:37:36.952,PENDING,9B,J*****62,MASKED-9591,10599.9,CARD,False,1.0,PAYMENT_RECORDED
B1825,P1692,6F139,2025-05-17 11:37:36.952,PENDING,5E,K*****87,MASKED-3447,5950.28,CARD,False,1.0,PAYMENT_RECORDED
B1826,P1358,6F101,2025-07-11 11:37:36.952,CANCELLED,19A,G*****58,MASKED-1324,5128.12,CARD,False,1.0,PAYMENT_RECORDED
B1827,P1439,AI054,2025-06-23 11:37:36.952,PENDING,20D,B*****56,MASKED-8662,13802.23,NETBANKING,False,2.0,PAYMENT_RECORDED
B1828,P1588,SJ094,2025-05-18 11:37:36.952,CANCELLED,25B,A*****49,MASKED-0685,9418.44,UPI,False,1.0,PAYMENT_RECORDED
B1829,P1465,6F217,2026-01-15 11:37:36.952,CANCELLED,4E,Y*****08,MASKED-4517,4847.06,CARD,False,1.0,PAYMENT_RECORDED
B1830,P1662,6F100,2026-04-15 11:37:36.952,CANCELLED,23C,C*****65,MASKED-1529,12651.33,CARD,False,1.0,PAYMENT_RECORDED
B1831,P1445,6F081,2026-02-05 11:37:36.952,CONFIRMED,21C,V*****65,MASKED-6991,13574.02,CARD,False,2.0,PAYMENT_RECORDED
B1832,P1749,SJ156,2025-06-17 11:37:36.952,CONFIRMED,4D,D*****00,MASKED-2142,11197.41,NETBANKING,False,1.0,PAYMENT_RECORDED
B1833,P1800,6F060,2025-06-07 11:37:36.952,PENDING,27D,V*****51,MASKED-4267,5872.19,UPI,False,1.0,PAYMENT_RECORDED
B1834,P1742,UK129,2025-08-14 11:37:36.952,CANCELLED,33E,L*****41,MASKED-1511,7570.53,NETBANKING,False,1.0,PAYMENT_RECORDED
B1835,P1487,UK032,2026-02-07 11:37:36.952,CONFIRMED,2E,A*****86,MASKED-2240,,,,,NO_PAYMENT_RECORD
B1836,P1529,AI166,2025-09-23 11:37:36.952,PENDING,13A,L*****36,MASKED-3090,,,,,NO_PAYMENT_RECORD
B1837,P1072,SJ056,2025-10-31 11:37:36.952,PENDING,22F,J*****20,MASKED-9029,10803.01,NETBANKING,False,3.0,PAYMENT_RECORDED
B1838,P1928,SJ101,2025-06-12 11:37:36.952,PENDING,18F,Y*****13,MASKED-8297,,,,,NO_PAYMENT_RECORD
B1839,P1927,SJ065,2025-05-09 11:37:36.952,PENDING,9C,P*****97,MASKED-8494,4984.54,CARD,False,2.0,PAYMENT_RECORDED
B1840,P1700,SJ100,2025-04-19 11:37:36.952,PENDING,34A,W*****94,MASKED-6349,7085.2,CARD,False,1.0,PAYMENT_RECORDED
B1841,P1949,UK011,2025-10-24 11:37:36.952,CANCELLED,1E,B*****48,MASKED-8358,,,,,NO_PAYMENT_RECORD
B1842,P1016,6F062,2026-02-17 11:37:36.952,PENDING,3B,Z*****98,MASKED-0123,7815.3,NETBANKING,False,2.0,PAYMENT_RECORDED
B1843,P1530,SJ176,2025-08-15 11:37:36.952,CANCELLED,23E,F*****31,MASKED-4938,1488.32,UPI,False,2.0,PAYMENT_RECORDED
B1844,P1730,6F120,2025-11-26 11:37:36.952,CONFIRMED,3B,V*****42,MASKED-6465,7078.61,NETBANKING,False,2.0,PAYMENT_RECORDED
B1845,P1325,AI121,2026-03-05 11:37:36.952,PENDING,24A,R*****75,MASKED-1803,3147.85,UPI,False,1.0,PAYMENT_RECORDED
B1846,P1994,UK072,2025-08-30 11:37:36.952,CONFIRMED,34F,V*****08,MASKED-8958,8100.01,UPI,False,1.0,PAYMENT_RECORDED
B1847,P1631,AI006,2026-04-06 11:37:36.952,CANCELLED,11B,L*****96,MASKED-7140,10999.02,UPI,False,1.0,PAYMENT_RECORDED
B1848,P1612,SJ231,2025-05-19 11:37:36.952,CANCELLED,30D,P*****42,MASKED-7655,4902.58,UPI,False,2.0,PAYMENT_RECORDED
B1849,P1545,SJ129,2025-06-24 11:37:36.952,INVALID,12E,V*****66,MASKED-6604,,,,,NO_PAYMENT_RECORD
B1850,P1595,6F110,2025-04-21 11:37:36.952,PENDING,33B,Z*****78,MASKED-9822,14670.86,NETBANKING,False,2.0,PAYMENT_RECORDED
B1851,P1920,6F231,2025-11-26 11:37:36.952,PENDING,2D,E*****69,MASKED-7673,,,,,NO_PAYMENT_RECORD
B1852,P1707,6F095,2025-08-09 11:37:36.952,CONFIRMED,33E,E*****79,MASKED-6582,2491.83,CARD,False,1.0,PAYMENT_RECORDED
B1853,P1841,UK054,2025-05-05 11:37:36.952,CONFIRMED,18F,F*****65,MASKED-0990,8948.88,NETBANKING,False,1.0,PAYMENT_RECORDED
B1854,P1201,SJ123,2025-08-10 11:37:36.952,CONFIRMED,29D,W*****41,MASKED-2192,2278.95,UPI,False,4.0,PAYMENT_RECORDED
B1855,P1343,6F006,2026-01-04 11:37:36.952,PENDING,3D,L*****89,MASKED-4333,9744.36,UPI,False,2.0,PAYMENT_RECORDED
B1856,P1852,UK226,2025-05-04 11:37:36.952,PENDING,4E,V*****79,MASKED-8415,14055.6,NETBANKING,False,2.0,PAYMENT_RECORDED
B1857,P1522,AI065,2026-03-07 11:37:36.952,PENDING,17E,V*****38,MASKED-4646,13134.7,CARD,False,2.0,PAYMENT_RECORDED
B1858,P1858,6F008,2025-11-25 11:37:36.952,UNKNOWN,10B,G*****61,MASKED-6025,,,,,NO_PAYMENT_RECORD
B1859,P1399,AI195,2025-11-11 11:37:36.952,PENDING,7B,D*****18,MASKED-3071,,,,,NO_PAYMENT_RECORD
B1860,P1217,UK043,2025-08-01 11:37:36.952,UNKNOWN,3A,D*****66,MASKED-0640,6999.9,NETBANKING,False,2.0,PAYMENT_RECORDED
B1861,P1444,AI125,2025-10-15 11:37:36.952,CONFIRMED,25E,X*****82,MASKED-4769,9044.04,UPI,False,1.0,PAYMENT_RECORDED
B1862,P1764,AI089,2025-10-05 11:37:36.952,PENDING,21A,J*****03,MASKED-4480,,,,,NO_PAYMENT_RECORD
B1863,P1221,UK019,2026-02-12 11:37:36.952,CONFIRMED,22C,L*****33,MASKED-8235,13070.93,CARD,False,2.0,PAYMENT_RECORDED
B1864,P1382,UK078,2025-09-27 11:37:36.952,CANCELLED,22C,T*****15,MASKED-9220,10081.04,UPI,False,1.0,PAYMENT_RECORDED
B1865,P1880,SJ009,2025-07-28 11:37:36.952,CANCELLED,15E,L*****87,MASKED-2016,11740.51,NETBANKING,False,1.0,PAYMENT_RECORDED
B1866,P1591,UK178,2026-01-28 11:37:36.952,CONFIRMED,7A,J*****83,MASKED-2871,4987.99,NETBANKING,False,1.0,PAYMENT_RECORDED
B1867,P1006,UK018,2025-11-23 11:37:36.952,CONFIRMED,13D,K*****50,MASKED-4928,8158.17,NETBANKING,False,1.0,PAYMENT_RECORDED
B1868,P1271,SJ059,2026-04-10 11:37:36.952,CANCELLED,29E,L*****97,MASKED-9805,,,,,NO_PAYMENT_RECORD
B1869,P1738,UK108,2026-02-04 11:37:36.952,CONFIRMED,19C,B*****68,MASKED-0712,11398.23,NETBANKING,False,2.0,PAYMENT_RECORDED
B1870,P1015,6F045,2025-04-25 11:37:36.952,CANCELLED,5D,X*****40,MASKED-6506,,,,,NO_PAYMENT_RECORD
B1871,P1423,AI144,2025-10-04 11:37:36.952,CANCELLED,23E,Y*****31,MASKED-4791,,,,,NO_PAYMENT_RECORD
B1872,P1523,AI244,2025-07-09 11:37:36.952,PENDING,26E,R*****18,MASKED-6502,8158.17,NETBANKING,True,3.0,PAYMENT_RECORDED
B1873,P1802,6F265,2025-04-25 11:37:36.952,CONFIRMED,11B,B*****54,MASKED-8875,13283.24,CARD,False,3.0,PAYMENT_RECORDED
B1874,P1752,6F108,2026-01-26 11:37:36.952,CONFIRMED,16E,K*****54,MASKED-6358,8735.05,NETBANKING,False,3.0,PAYMENT_RECORDED
B1875,P1020,6F069,2025-06-17 11:37:36.952,PENDING,17D,N*****67,MASKED-7200,8158.17,NETBANKING,True,1.0,PAYMENT_RECORDED
B1876,P1689,6F072,2025-06-14 11:37:36.952,CANCELLED,18F,D*****17,MASKED-2552,11290.32,NETBANKING,False,1.0,PAYMENT_RECORDED
B1877,P1938,6F096,2025-11-09 11:37:36.952,CONFIRMED,33F,C*****21,MASKED-7284,,,,,NO_PAYMENT_RECORD
B1878,P1227,SJ233,2025-12-31 11:37:36.952,PENDING,31D,X*****44,MASKED-8597,14778.71,CARD,False,1.0,PAYMENT_RECORDED
B1879,P1784,AI203,2025-12-03 11:37:36.952,PENDING,9E,X*****40,MASKED-1228,4682.98,UPI,False,1.0,PAYMENT_RECORDED
B1880,P1287,UK147,2026-03-08 11:37:36.952,CONFIRMED,2E,N*****65,MASKED-1556,11737.0,UPI,False,1.0,PAYMENT_RECORDED
B1881,P1808,UK039,2025-08-26 11:37:36.952,PENDING,8E,F*****77,MASKED-6710,,,,,NO_PAYMENT_RECORD
B1882,P1133,6F216,2025-10-17 11:37:36.952,CANCELLED,18B,P*****63,MASKED-0189,,,,,NO_PAYMENT_RECORD
B1883,P1983,AI214,2025-11-17 11:37:36.952,PENDING,5B,E*****80,MASKED-7289,3193.06,CARD,False,2.0,PAYMENT_RECORDED
B1884,P1282,UK025,2025-08-31 11:37:36.952,CANCELLED,31D,W*****01,MASKED-0744,,,,,NO_PAYMENT_RECORD
B1885,P1403,UK053,2025-08-10 11:37:36.952,CANCELLED,11B,E*****40,MASKED-1436,9992.33,NETBANKING,False,1.0,PAYMENT_RECORDED
B1886,P1664,6F130,2026-02-12 11:37:36.952,INVALID,9D,M*****64,MASKED-8489,,,,,NO_PAYMENT_RECORD
B1887,P1065,6F247,2026-03-09 11:37:36.952,PENDING,23F,W*****31,MASKED-5663,9312.51,UPI,False,1.0,PAYMENT_RECORDED
B1888,P1648,6F159,2025-12-25 11:37:36.952,CANCELLED,25C,Z*****77,MASKED-2120,5981.84,CARD,False,2.0,PAYMENT_RECORDED
B1889,P1603,UK086,2026-02-24 11:37:36.952,CANCELLED,22C,Y*****02,MASKED-6194,,,,,NO_PAYMENT_RECORD
B1890,P1436,6F102,2025-08-30 11:37:36.952,PENDING,12E,G*****72,MASKED-2127,13732.45,UPI,False,1.0,PAYMENT_RECORDED
B1891,P1828,UK186,2026-01-26 11:37:36.952,CANCELLED,18D,A*****45,MASKED-5420,1978.49,UPI,False,2.0,PAYMENT_RECORDED
B1892,P1933,6F032,2025-08-24 11:37:36.952,PENDING,17F,T*****11,MASKED-0094,,,,,NO_PAYMENT_RECORD
B1893,P1258,6F186,2025-08-02 11:37:36.952,CONFIRMED,19A,V*****20,MASKED-1916,,,,,NO_PAYMENT_RECORD
B1894,P1979,6F106,2026-02-24 11:37:36.952,CANCELLED,4F,H*****83,MASKED-0425,,,,,NO_PAYMENT_RECORD
B1895,P1965,AI021,2025-10-05 11:37:36.952,CANCELLED,14E,B*****14,MASKED-7042,11120.61,NETBANKING,False,5.0,PAYMENT_RECORDED
B1896,P1102,AI157,2025-11-30 11:37:36.952,PENDING,11F,C*****86,MASKED-5052,8025.265,CARD,True,1.0,PAYMENT_RECORDED
B1897,P1992,6F054,2025-11-01 11:37:36.952,PENDING,26F,A*****10,MASKED-5523,7243.26,NETBANKING,False,2.0,PAYMENT_RECORDED
B1898,P1566,AI187,2025-10-03 11:37:36.952,PENDING,10D,K*****80,MASKED-2963,5718.04,CARD,False,1.0,PAYMENT_RECORDED
B1899,P1768,SJ124,2025-09-28 11:37:36.952,PENDING,4B,C*****60,MASKED-8844,3146.15,UPI,False,1.0,PAYMENT_RECORDED
B1900,P1100,SJ223,2025-10-06 11:37:36.952,CANCELLED,11C,F*****52,MASKED-4878,1212.98,UPI,False,1.0,PAYMENT_RECORDED
B1901,P1197,UK103,2025-04-25 11:37:36.952,CONFIRMED,21A,K*****01,MASKED-8079,10787.49,CARD,False,1.0,PAYMENT_RECORDED
B1902,P1812,SJ157,2026-02-08 11:37:36.952,CONFIRMED,14F,X*****63,MASKED-7410,,,,,NO_PAYMENT_RECORD
B1903,P1225,6F242,2025-11-06 11:37:36.952,CONFIRMED,9B,E*****39,MASKED-1530,,,,,NO_PAYMENT_RECORD
B1904,P1942,UK213,2025-07-01 11:37:36.952,CONFIRMED,8B,M*****01,MASKED-6866,5769.34,NETBANKING,False,1.0,PAYMENT_RECORDED
B1905,P1462,SJ120,2026-02-13 11:37:36.952,PENDING,24B,K*****32,MASKED-2608,,,,,NO_PAYMENT_RECORD
B1906,P1236,AI035,2025-08-11 11:37:36.952,CANCELLED,22B,G*****64,MASKED-7385,11037.65,UPI,False,1.0,PAYMENT_RECORDED
B1907,P1025,6F147,2026-01-14 11:37:36.952,CANCELLED,1B,F*****76,MASKED-9236,5451.44,CARD,False,1.0,PAYMENT_RECORDED
B1908,P1120,SJ229,2025-08-09 11:37:36.952,CANCELLED,23B,V*****09,MASKED-6686,1912.8,CARD,False,2.0,PAYMENT_RECORDED
B1909,P1909,AI230,2025-11-14 11:37:36.952,PENDING,31B,R*****52,MASKED-4025,,,,,NO_PAYMENT_RECORD
B1910,P1505,UK162,2025-06-10 11:37:36.952,CANCELLED,5C,C*****59,MASKED-1612,7810.25,CARD,False,2.0,PAYMENT_RECORDED
B1911,P1181,AI066,2025-05-29 11:37:36.952,PENDING,27C,N*****96,MASKED-0684,,,,,NO_PAYMENT_RECORD
B1912,P1710,6F205,2025-09-09 11:37:36.952,CANCELLED,19D,T*****52,MASKED-3156,6279.57,NETBANKING,False,1.0,PAYMENT_RECORDED
B1913,P1813,AI124,2025-05-24 11:37:36.952,CONFIRMED,27B,N*****89,MASKED-1954,4083.41,CARD,False,2.0,PAYMENT_RECORDED
B1914,P1766,UK114,2025-10-19 11:37:36.952,PENDING,20A,H*****92,MASKED-5246,5079.38,NETBANKING,False,1.0,PAYMENT_RECORDED
B1915,P1633,AI231,2025-06-03 11:37:36.952,CANCELLED,18B,C*****35,MASKED-9217,1162.01,CARD,False,1.0,PAYMENT_RECORDED
B1916,P1542,AI113,2025-10-30 11:37:36.952,CONFIRMED,7D,W*****06,MASKED-5266,3156.86,CARD,False,1.0,PAYMENT_RECORDED
B1917,P1983,UK180,2025-08-03 11:37:36.952,INVALID,27A,X*****81,MASKED-6057,,,,,NO_PAYMENT_RECORD
B1918,P1314,UK180,2025-10-07 11:37:36.952,CONFIRMED,2B,V*****71,MASKED-0050,1356.26,NETBANKING,False,2.0,PAYMENT_RECORDED
